moral_weight,180k-190k,190k-200k,change_pp,pct_change,converged
0,1.6,1.4200000000000002,-0.17999999999999994,-11.249999999999996,TRUE
0.1,1.9,1.32,-0.5799999999999998,-30.526315789473678,FALSE
0.3,1.23,1.0999999999999999,-0.13000000000000012,-10.569105691056919,TRUE
0.5,1.76,1.5699999999999998,-0.19000000000000017,-10.795454545454556,TRUE
0.7,0.86,1.02,0.16000000000000003,18.6046511627907,TRUE
1,0.79,0.9199999999999999,0.1299999999999999,16.45569620253163,TRUE
1.5,0.6,0.64,0.040000000000000036,6.666666666666673,TRUE
2,0.8099999999999999,0.83,0.020000000000000018,2.469135802469138,TRUE
