moral_weight,mean_m24,sd_m24,n_seeds,se,ci_lo,ci_hi,cv_pct
0,1.3083333333333333,0.48753418683548055,3,0.28147799400861,0.09723127404778475,2.519435392618882,37.26375950334883
1,0.9283333333333333,0.13417184255026582,3,0.07746414941406406,0.5950319993991904,1.2616346672674763,14.452981244193804
